number of bedrooms,number of bathrooms,lot area,number of floors,waterfront present,condition of the house,grade of the house,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,House_Age,Total_Area
4,2,13530,1.0,0,4,8,1977,122005,52.8599,-114.289,2230,11896,2,73,670000,48,3020
4,1,7620,1.0,0,3,8,1948,122009,52.8009,-114.596,2540,8613,3,54,655000,77,2540
4,2,8197,1.0,0,3,8,1962,122006,52.9304,-114.477,2050,8197,2,66,655000,63,3160
4,1,5940,1.0,0,3,8,1953,122006,52.9089,-114.471,1930,5940,1,62,650500,72,2340
3,2,51836,1.0,0,3,9,2013,122012,52.6994,-114.179,2270,54450,3,51,650000,12,2500
4,2,5450,2.0,0,3,9,2001,122019,52.8601,-114.209,2590,5371,1,72,648000,24,2620
4,1,3000,1.5,0,4,7,1911,122028,52.9021,-114.519,1690,4000,1,74,640000,114,2100
3,3,1275,2.0,0,3,8,2005,122013,52.8536,-114.508,1750,3000,2,59,630000,20,1610
4,2,8858,1.0,0,4,8,1979,122010,52.9225,-114.374,2240,8858,2,68,606000,46,2390
4,2,7851,1.0,0,4,8,1989,122027,52.7773,-114.377,2230,7359,2,53,592100,36,2310
4,2,47044,2.0,0,3,9,1987,122037,52.9999,-114.275,2600,42612,3,59,575000,38,2510
3,2,8676,2.0,0,4,8,1989,122053,52.76,-114.362,2540,9496,2,75,555000,36,2480
4,2,9460,1.0,0,5,7,1960,122012,52.7546,-114.234,1760,10878,2,78,550000,65,2230
3,1,6009,1.0,0,4,8,1954,122007,52.923,-114.573,2120,6009,2,54,550000,71,1630
4,2,7412,2.0,0,3,8,1988,122019,52.8647,-114.216,2050,7830,2,54,545000,37,2040
3,2,16455,1.0,0,5,7,1959,122014,52.9934,-114.467,2170,15551,2,57,540000,66,2370
4,2,8750,2.0,0,3,8,1976,122029,52.8231,-114.306,2120,10240,2,80,532500,49,2490
3,2,1536,2.0,0,3,8,2003,122004,52.8994,-114.469,1264,2067,1,54,530000,22,1264
3,2,3400,1.0,0,3,7,1907,122047,52.8504,-114.486,1880,4212,3,69,529000,118,1530
3,1,43560,1.0,0,4,7,1979,122037,53.0016,-114.291,2320,57000,2,52,525000,46,2300
5,2,83231,1.0,0,4,7,1975,122012,52.6876,-114.174,2460,46431,3,59,510000,50,2510
3,2,4668,2.0,0,3,8,1993,122011,52.7966,-114.189,2060,4668,2,61,509950,32,1880
5,2,9000,1.0,0,4,7,1961,122030,52.8422,-114.327,2050,8800,1,66,509500,64,2060
3,1,8400,1.0,0,5,8,1963,122027,52.7779,-114.369,2210,8400,1,65,480000,62,1600
3,2,1213,3.0,0,3,8,2001,122028,52.8909,-114.534,1290,3235,3,72,450000,24,1290
3,1,4800,1.0,0,4,6,1917,122016,52.7799,-114.581,1470,6000,3,69,435000,108,1400
3,2,6911,1.0,0,3,7,1988,122033,52.9488,-114.367,1630,6911,1,59,435000,37,1610
4,3,13059,2.0,0,4,8,1976,122046,52.6808,-114.322,2360,8600,2,80,432000,49,2820
5,2,4685,2.0,0,3,8,2014,122024,52.5855,-114.252,2710,4449,1,51,430760,11,2710
2,2,60984,2.0,0,3,7,2007,122012,52.7562,-114.133,1940,193842,3,62,430000,18,2420
3,3,1444,3.0,0,3,8,2006,122006,52.9067,-114.481,1550,1444,1,73,430000,19,1550
6,2,15949,1.0,0,4,8,1965,122033,52.9488,-114.375,1730,8550,3,71,429300,60,2930
4,2,5021,2.0,0,3,7,2002,122008,52.7653,-114.069,2520,5333,1,64,425000,23,2390
4,2,4200,1.5,0,4,7,1909,122054,52.8114,-114.502,1460,4200,3,69,415000,116,2520
2,1,5080,1.0,0,3,7,1938,122006,52.9278,-114.504,1560,5110,3,73,404500,87,800
4,1,77574,1.0,0,4,8,1971,122035,52.6232,-114.31,2130,37026,2,70,390000,54,1910
4,1,9800,1.5,0,4,7,1971,122033,52.9603,-114.426,1540,7700,2,51,389000,54,1520
4,1,10890,1.5,0,4,6,1912,122012,52.7612,-114.23,1530,9818,3,69,385000,113,1800
2,2,2710,2.0,0,3,8,2008,122008,52.7473,-114.068,1760,2992,3,59,382000,17,1650
4,2,15314,2.0,0,3,9,2013,122065,52.5824,-114.388,2616,8048,2,73,378950,12,1867
4,2,8432,1.0,0,4,7,1960,122038,52.9763,-114.526,1780,8432,2,53,375000,65,1800
3,1,9585,1.0,0,4,7,1973,122038,52.982,-114.54,1240,8188,1,53,374150,52,1390
5,3,10064,1.0,0,3,7,1940,122014,52.9672,-114.506,1590,7800,3,70,367500,85,2980
2,1,7500,1.0,0,4,7,1982,122019,52.8486,-114.253,1280,7500,1,54,365000,43,1270
3,2,8698,1.0,0,3,8,1999,122035,52.62,-114.343,2330,7212,2,72,361000,26,1950
2,1,8157,1.5,0,3,7,1944,122050,52.9556,-114.551,1820,8157,1,62,350000,81,1430
3,1,8162,1.5,0,3,6,1949,122022,52.9563,-114.479,1560,8250,3,76,350000,76,1370
2,3,2031,2.0,0,3,8,2006,122064,52.778,-114.565,1570,2039,3,56,349950,19,1570
3,2,4802,1.0,0,3,8,2010,122024,52.5838,-114.211,1940,4802,3,68,342000,15,1640
3,1,5258,1.5,0,3,6,1911,122052,52.7422,-114.573,1140,5280,2,79,329000,114,1140
3,1,7000,1.0,0,4,8,1977,122046,52.6742,-114.319,1880,7200,2,67,329000,48,1980
4,1,5100,1.0,0,4,5,1933,122053,52.7509,-114.395,2160,5400,2,70,327000,92,1840
4,2,4997,2.0,0,3,8,2004,122067,52.623,-114.374,2095,5500,2,78,310950,21,2030
2,1,676,2.0,0,3,7,2003,122054,52.8305,-114.496,950,1280,1,61,304000,22,950
4,2,4862,2.0,0,3,7,2005,122024,52.5907,-114.224,2010,5091,2,74,300000,20,1910
3,2,3855,2.0,0,3,8,1999,122015,52.7208,-114.344,1310,3344,3,72,300000,26,1260
2,1,6350,1.0,0,4,6,1924,122028,52.9274,-114.546,1590,6350,3,72,300000,101,2120
3,2,4200,2.0,0,3,7,2007,122024,52.596,-114.207,2090,4200,1,78,300000,18,1880
3,2,1200,3.0,0,3,7,2002,122038,52.9334,-114.534,1330,1206,3,50,300000,23,1330
3,1,5100,1.0,0,3,7,1948,122064,52.7559,-114.57,1380,7140,1,78,296500,77,1280
2,1,217800,1.0,0,3,6,1976,122055,52.9678,-114.102,1480,217800,2,76,290000,49,1120
3,2,9874,2.0,0,3,7,1990,122035,52.6094,-114.303,1860,8875,3,56,285000,35,1940
4,2,7665,1.0,0,5,7,1975,122072,52.5562,-114.401,1536,6000,3,61,269000,50,1594
3,2,6477,2.0,0,4,8,1986,122065,52.6031,-114.362,1890,6800,2,55,267000,39,1760
3,1,11180,1.0,0,3,8,1968,122015,52.7013,-114.307,1730,11180,2,56,260000,57,1750
4,1,22896,1.5,0,3,7,1922,122062,52.5402,-114.213,1300,8960,2,59,257000,103,1900
2,1,7500,1.0,0,3,6,1950,122017,52.9944,-114.388,1970,8970,2,77,245500,75,790
3,2,10794,1.0,0,3,7,1967,122063,52.7211,-114.414,2230,10753,3,71,245000,58,2210
2,1,9880,1.0,0,4,7,1941,122052,52.7164,-114.538,1670,9807,3,67,240000,84,1670
4,1,6150,1.5,0,3,7,1951,122067,52.6171,-114.414,1760,8276,3,65,235000,74,1760
3,1,47916,1.0,0,3,7,1981,122055,52.9449,-114.15,1810,215622,2,65,211000,44,1410
2,1,6227,1.0,0,3,6,1949,122056,52.743,-114.523,1240,6250,2,52,200000,76,1000
4,1,6700,1.0,0,3,7,1928,122056,52.7171,-114.471,1380,8292,2,60,185000,97,1380
2,1,5200,1.0,0,5,6,1969,122035,52.5927,-114.277,1150,5330,3,62,176000,56,770
4,2,3600,3.0,0,4,9,1997,122003,52.862,-114.559,2490,4080,2,75,1450000,28,3200
4,2,5800,1.0,0,4,9,1941,122032,52.8771,-114.602,3100,5800,2,72,1230000,84,2020
5,3,10576,2.0,0,3,11,2006,122012,52.7673,-114.26,4042,8321,1,79,1200000,19,4610
3,1,4000,1.5,0,5,8,1927,122047,52.8684,-114.469,2560,4000,1,62,1090000,98,2560
5,2,19783,1.0,0,4,8,1959,122049,52.8238,-114.364,1700,15375,1,71,799000,66,2500
4,3,3960,2.0,0,3,10,2008,122012,52.7706,-114.185,2990,3400,2,63,775000,17,3390
2,2,6230,1.0,0,3,8,2005,122045,52.9365,-114.203,1640,5931,2,57,752500,20,2280
4,2,40635,1.0,0,5,8,1968,122045,52.8927,-114.222,2250,40635,1,63,715000,57,2460
3,2,9142,1.0,0,3,8,1972,122007,52.921,-114.577,1770,8035,2,58,685900,53,2290
4,2,2500,3.0,0,3,8,2001,122006,52.9026,-114.488,1660,4000,3,68,650000,24,2100
3,2,6000,1.0,0,4,7,1958,122006,52.9221,-114.473,1260,6000,3,68,637000,67,1980
3,3,2650,1.5,0,5,8,1930,122007,52.9191,-114.565,1570,4820,2,75,634950,95,2180
5,2,6783,1.0,0,3,7,1956,122006,52.9255,-114.485,1930,6783,2,65,630000,69,2330
3,2,3478,1.5,0,4,7,1929,122007,52.9073,-114.562,1610,3478,3,80,620000,96,1660
4,2,3626,1.5,0,4,7,1928,122026,52.9027,-114.551,1950,4500,3,80,612000,97,2680
4,2,3980,2.0,0,3,8,2005,122012,52.7701,-114.26,2610,3980,1,76,598500,20,2520
4,1,4750,1.5,0,3,7,1919,122007,52.9124,-114.579,1320,4750,2,77,533000,106,1550
4,1,6240,1.0,0,4,6,1960,122057,52.7795,-114.422,2380,8846,3,80,525000,65,1170
3,1,16194,1.0,0,3,8,1961,122049,52.8266,-114.365,2430,16193,3,55,500000,64,1560
2,1,1286,2.0,0,3,8,2006,122044,52.847,-114.499,1460,1245,1,71,485500,19,1340
3,1,4080,1.0,0,4,7,1979,122016,52.7863,-114.582,1200,4080,3,53,480000,46,1710
3,2,4898,2.0,0,3,7,2003,122045,52.9134,-114.228,2220,4933,2,53,464000,22,1690
3,2,6500,2.0,0,4,8,1977,122005,52.8942,-114.319,1860,6160,2,61,450000,48,1960
4,2,36254,1.0,0,4,8,1978,122012,52.6985,-114.194,2360,36254,2,57,450000,47,2500
4,1,5250,1.0,0,3,6,1949,122032,52.8881,-114.58,1530,5250,1,56,450000,76,1520
3,3,1863,2.0,0,3,8,2003,122011,52.7778,-114.195,1410,1375,3,57,450000,22,1770
3,1,5500,1.0,0,3,6,1920,122064,52.7702,-114.57,1410,5834,1,54,435000,105,1050
3,2,16200,2.0,0,3,8,2002,122025,52.7148,-113.888,2300,32379,3,62,433200,23,2075
3,2,7200,1.0,0,3,7,1984,122058,53.0003,-114.455,2010,7200,3,70,433000,41,1920
4,1,11500,1.0,0,4,7,1955,122027,52.8074,-114.337,1700,8360,1,69,420000,70,1940
3,2,1571,2.0,0,3,8,2007,122009,52.8022,-114.577,1580,4329,1,51,420000,18,1470
4,2,5164,2.0,0,3,8,1996,122053,52.739,-114.356,2260,5866,1,58,419950,29,2260
4,2,7969,1.0,0,3,7,1977,122033,52.9636,-114.38,1580,7440,2,76,412500,48,1630
3,1,7112,1.0,0,3,7,1979,122033,52.9604,-114.417,1570,9152,2,70,410000,46,1440
4,1,4760,1.0,0,3,7,1918,122034,52.7515,-114.538,940,4760,3,65,397500,107,2220
3,2,10113,1.0,0,3,7,1991,122058,52.9681,-114.413,1690,10113,3,62,390000,34,1690
3,2,5760,1.0,0,3,7,1987,122063,52.734,-114.438,1660,5762,3,71,375000,38,2320
4,1,6820,1.5,0,3,6,1947,122038,52.9361,-114.537,1450,6820,2,78,375000,78,1450
2,1,4050,1.0,0,3,7,1949,122064,52.7778,-114.571,1640,6550,2,72,370000,76,820
4,2,6495,2.0,0,3,8,2005,122024,52.6071,-114.219,2420,6200,2,50,369000,20,2420
5,2,2752,2.0,0,3,8,2014,122034,52.7465,-114.536,1800,2752,2,69,359800,11,2170
2,2,1140,2.0,0,3,8,2009,122038,52.9355,-114.532,1340,1050,3,67,355000,16,1370
3,1,4820,1.0,0,4,7,1926,122038,52.934,-114.533,1320,4820,2,57,350000,99,1390
4,2,6369,1.0,0,5,6,1954,122038,52.9761,-114.522,1560,7200,1,68,339999,71,1740
3,1,7584,1.0,0,5,7,1962,122053,52.7391,-114.38,1410,7584,2,80,335000,63,1900
4,1,7220,2.0,0,3,7,1956,122014,53.0,-114.509,1550,7592,1,56,325000,69,1870
4,2,7500,1.0,0,3,8,1967,122018,52.5435,-114.559,1980,7875,2,70,320000,58,2640
4,2,8336,2.0,0,3,8,1995,122067,52.6316,-114.356,2280,7959,1,75,319000,30,1930
3,2,3488,2.0,0,4,7,1983,122033,52.9557,-114.352,1390,3488,1,70,313500,42,1440
2,1,3300,1.0,0,5,6,1903,122051,52.7796,-114.469,1380,4400,3,53,311000,122,860
4,2,6124,2.0,0,3,7,2007,122035,52.5643,-114.248,2300,6002,2,80,311000,18,2690
3,1,3104,2.0,0,3,7,1988,122011,52.8007,-114.208,1150,2981,3,67,310000,37,1140
2,1,5500,1.0,0,3,6,1904,122051,52.7873,-114.479,1080,5500,3,53,292000,121,880
4,1,8505,1.0,0,3,7,1956,122042,52.6706,-114.386,1440,8505,2,51,270000,69,1900
2,1,12250,2.5,0,4,6,1948,122039,52.5582,-114.475,1620,10300,1,71,267500,77,1747
2,1,7500,1.0,0,4,6,1961,122041,52.8781,-114.106,1190,10000,1,56,252500,64,900
3,1,7700,1.0,0,3,7,1960,122056,52.7414,-114.508,1700,8800,1,56,250000,65,1700
2,1,12724,1.0,0,4,6,1912,122041,52.8867,-114.099,1240,21828,1,64,230950,113,930
2,0,49658,1.0,0,2,6,1948,122056,52.7027,-114.482,1240,11000,3,79,210000,77,840
2,1,14200,1.0,0,3,7,1951,122070,52.689,-114.475,1430,10000,3,80,198000,74,790
3,1,7875,1.0,0,3,7,1979,122068,52.4258,-114.193,1560,8314,3,74,195000,46,1580
3,1,10215,1.0,0,3,6,1955,122052,52.7172,-114.535,1320,10245,3,77,180000,70,1010
7,4,8816,2.0,0,3,10,2013,122048,52.8521,-114.398,2920,10610,2,73,2300000,12,5310
3,3,7800,2.0,0,3,10,2005,122032,52.8648,-114.593,3030,6600,3,79,1780000,20,3230
4,3,15335,2.0,0,4,11,1988,122057,52.7615,-114.421,3840,14311,1,80,1700000,37,4330
4,3,51836,2.0,0,4,12,1988,122049,52.865,-114.354,4230,41075,1,58,1580000,37,4670
4,2,37076,2.0,0,4,12,1990,122005,52.9439,-114.296,4280,35326,1,64,1330000,35,4010
9,4,5000,2.0,0,3,8,1915,122004,52.8904,-114.479,2510,5000,2,63,1280000,110,3650
4,2,9131,2.0,0,3,10,2014,122010,52.9126,-114.376,1880,11212,1,79,1040000,11,2910
4,3,207141,2.0,0,3,10,2007,122055,52.9372,-114.173,2890,200527,1,72,1020000,18,4690
4,2,20445,2.0,0,4,10,1963,122057,52.777,-114.409,3360,21950,1,55,994000,62,3470
3,3,7215,1.0,0,4,8,1980,122048,52.8136,-114.39,2180,8931,1,57,900000,45,2620
5,4,5000,2.0,0,3,8,1900,122026,52.8955,-114.553,1910,5000,3,66,870000,125,3400
4,2,10300,1.0,0,4,9,1978,122027,52.7926,-114.339,2710,9900,3,77,812500,47,2810
4,2,7501,2.0,0,3,10,1998,122005,52.9159,-114.299,3140,8672,2,52,795000,27,3100
3,2,4000,1.5,0,5,7,1906,122061,52.8672,-114.542,1440,4000,3,76,725000,119,1940
4,2,8882,2.0,0,4,8,1965,122006,52.9299,-114.474,2460,9610,2,50,725000,60,2880
4,3,9263,2.0,0,3,10,2001,122008,52.7713,-114.067,3690,10417,3,60,723000,24,3510
3,1,7680,1.0,0,3,6,1956,122044,52.8338,-114.493,1940,2880,2,67,715000,69,1610
3,2,929,2.0,0,3,9,2014,122044,52.8472,-114.5,1510,1193,3,64,665000,11,1590
3,2,11000,1.0,0,4,8,1980,122027,52.7874,-114.339,2310,9700,2,73,635000,45,1780
4,2,26720,2.0,0,3,8,1977,122050,52.9802,-114.564,2290,26720,1,68,630000,48,2290
4,1,9830,1.0,0,4,8,1959,122049,52.8299,-114.366,2540,11990,1,53,615000,66,2270
3,2,33042,1.0,0,3,9,1986,122037,52.9934,-114.276,2600,40115,1,58,610000,39,2260
3,2,8622,2.0,0,3,8,1988,122011,52.8015,-114.21,2340,7192,2,64,590000,37,2210
3,2,1458,3.0,0,3,9,2014,122054,52.8176,-114.499,1660,1784,1,79,559950,11,1660
3,1,9720,1.0,0,3,7,1928,122057,52.7811,-114.42,3380,10854,3,51,550000,97,1830
6,1,6250,1.0,0,3,7,1954,122009,52.809,-114.58,1820,5750,1,64,545000,71,1820
2,1,295772,1.0,0,3,5,1953,122035,52.6052,-114.3,2050,48351,1,71,533050,72,910
4,2,7171,1.0,0,3,8,1988,122019,52.8494,-114.232,1960,7110,1,51,528000,37,2050
4,2,3006,2.0,0,3,7,2003,122011,52.7761,-114.188,1580,3000,3,58,520000,22,1890
4,2,17209,2.0,0,3,9,1996,122015,52.7136,-114.326,2840,12560,1,64,512000,29,2550
4,2,9354,2.0,0,4,9,1993,122017,53.0003,-114.383,2730,9264,2,64,500000,32,2590
5,2,23809,1.0,0,3,9,1978,122024,52.6027,-114.244,2500,15778,3,75,499950,47,3180
3,2,9600,2.0,0,3,8,1978,122058,52.9971,-114.453,2620,9660,3,79,499000,47,3010
5,2,10165,1.0,0,4,8,1976,122012,52.7496,-114.239,2440,10165,3,71,495000,49,2630
2,1,5125,1.0,0,3,7,1942,122028,52.9226,-114.537,1090,5100,2,66,488000,83,1000
4,1,9747,1.0,0,3,8,1974,122014,52.9987,-114.466,2340,10296,1,65,459950,51,2430
3,2,4565,2.0,0,3,7,2005,122053,52.744,-114.379,2470,5064,1,70,445000,20,2470
3,2,7200,1.0,0,4,7,1977,122033,52.9632,-114.382,1560,7630,3,77,445000,48,1860
3,2,39932,2.0,0,3,8,1994,122017,52.9733,-114.386,2610,12769,2,65,442000,31,1980
2,1,2700,1.0,0,4,7,1926,122006,52.9152,-114.502,1570,3348,1,71,425000,99,970
5,3,3865,2.5,0,3,8,2013,122053,52.7349,-114.36,2590,4587,1,77,424950,12,2760
5,3,3846,2.5,0,3,8,2013,122053,52.7347,-114.36,2760,4587,3,67,424950,12,2760
3,1,11112,1.0,0,3,7,1954,122014,52.9762,-114.484,1460,11407,3,65,418900,71,1470
2,1,2971,1.0,0,3,7,1923,122013,52.8658,-114.512,1440,4000,3,70,407500,102,770
2,1,1448,1.0,0,5,7,1927,122028,52.9168,-114.539,1300,3000,1,50,405000,98,880
2,1,8220,1.0,0,3,7,1949,122038,52.9528,-114.547,1760,8220,2,70,401000,76,1400
3,2,16300,1.0,0,3,7,1978,122014,53.004,-114.473,1940,11250,1,71,399000,47,1940
3,1,10480,1.0,0,4,7,1954,122027,52.8042,-114.329,1480,12200,1,52,397500,71,1030
3,2,1383,3.0,0,3,8,2005,122028,52.9217,-114.531,1430,1347,2,79,397500,20,1430
4,3,262018,1.0,0,3,7,1988,122046,52.6717,-114.28,2260,19811,2,50,390000,37,2570
3,1,40250,1.0,0,5,7,1959,122024,52.6338,-114.226,1870,40250,2,56,390000,66,1870
3,2,6222,2.0,0,3,8,2010,122043,52.6206,-114.494,2198,7621,2,54,388000,15,2198
3,2,886,3.0,0,3,8,2006,122016,52.7791,-114.577,1350,886,3,54,377500,19,1350
3,2,5091,2.0,0,3,8,2004,122024,52.5806,-114.229,2200,5948,3,52,365000,21,2190
4,2,4725,2.0,0,3,8,2011,122039,52.5358,-114.467,2575,5323,3,66,359000,14,2575
4,3,4000,2.0,0,3,8,2014,122039,52.5823,-114.465,2050,4000,2,63,353500,11,2050
3,2,3237,2.0,0,3,7,1999,122008,52.7599,-114.068,1780,3411,2,56,345000,26,1540
4,2,7184,2.0,0,3,8,2012,122023,52.489,-114.392,2010,4939,1,64,333000,13,2623
5,2,3839,2.0,0,3,7,2005,122046,52.6624,-114.335,2180,4800,3,76,330000,20,2600
3,1,7200,1.0,0,5,6,1948,122014,52.9901,-114.497,1590,7663,2,75,318000,77,1010
2,1,3927,2.0,0,3,7,1982,122033,52.9548,-114.352,1400,3425,2,54,300000,43,1150
3,1,15843,1.0,0,3,7,1955,122025,52.7291,-113.969,1410,15843,2,73,299000,70,1200
3,2,6186,2.0,0,3,7,2002,122024,52.5968,-114.221,2390,6924,1,55,289950,23,1670
3,2,9210,2.0,0,3,7,1994,122024,52.6164,-114.22,1530,8091,2,55,280000,31,1860
4,1,7500,1.0,0,4,7,1966,122065,52.6036,-114.405,2000,9000,2,54,274000,59,1940
3,2,5700,1.0,0,5,7,1942,122063,52.7331,-114.432,1190,6384,1,62,272000,83,1200
3,2,6608,2.0,0,3,8,1994,122023,52.4942,-114.403,2150,7495,1,72,272000,31,1980
5,2,8470,1.5,0,4,8,1968,122072,52.5163,-114.386,1780,8575,2,72,270000,57,2630
3,2,16728,1.0,0,4,7,1959,122056,52.7268,-114.492,1540,9000,1,76,270000,66,1470
3,1,9000,1.0,0,4,8,1978,122018,52.5377,-114.571,2090,8400,3,51,258000,47,2270
4,2,4268,2.0,0,3,7,2000,122039,52.5603,-114.458,1700,4488,3,58,245000,25,1700
2,1,6321,1.0,0,3,6,1940,122051,52.781,-114.479,920,5684,1,54,235000,85,720
4,1,6360,1.5,0,3,6,1944,122063,52.7279,-114.43,1190,6360,2,79,235000,81,1500
3,1,9793,1.0,0,4,7,1968,122068,52.4281,-114.193,1690,8080,3,73,225000,57,1350
2,1,4120,2.0,0,3,6,1907,122042,52.718,-114.39,1200,4120,1,73,219950,118,1010
4,1,43560,1.0,0,3,5,1968,122035,52.5675,-114.313,1400,54450,2,60,210000,57,1200
2,1,5200,1.0,0,5,5,1952,122053,52.7224,-114.364,970,5200,2,64,199950,73,700
2,1,13920,1.0,0,3,6,1973,122043,52.6056,-114.496,1100,7575,3,55,182500,52,1040
3,3,1778,3.0,0,3,8,2008,122022,52.9501,-114.491,1520,1615,2,51,469950,17,1760
3,1,5000,1.0,0,4,7,1964,122068,52.439,-114.195,1410,7800,1,52,249000,61,1300
3,2,2200,1.5,0,4,7,1910,122028,52.8901,-114.521,1740,4275,1,68,720001,115,1430
3,2,11672,2.0,0,3,8,2004,122024,52.5815,-114.196,2150,5450,1,62,378000,21,2150
4,2,16800,2.0,0,4,9,1977,122023,52.5259,-114.356,2700,15680,2,67,260000,48,2320
3,3,10756,2.0,1,3,11,2014,122053,52.7583,-114.395,3550,5634,3,73,3000000,11,4410
4,5,21630,1.0,0,4,12,1996,122027,52.7824,-114.302,4890,19223,3,70,1760000,29,6055
3,2,9409,1.0,1,4,8,1963,122020,52.8089,-114.266,2970,9156,3,67,1520000,62,2610
4,3,4408,2.5,0,4,10,1931,122004,52.8883,-114.46,3250,5669,1,55,1420000,94,3110
4,3,15365,2.0,0,3,11,2006,122012,52.7828,-114.283,3550,13429,1,58,1390000,19,4010
4,3,4800,2.5,0,5,10,1905,122047,52.8592,-114.502,2850,4800,3,79,1330000,120,2850
3,2,7005,3.0,0,3,9,1999,122007,52.9063,-114.594,2450,6460,3,77,1050000,26,2930
4,3,5000,3.0,0,3,10,2014,122009,52.7956,-114.593,1950,5152,1,55,1010000,11,3130
5,3,10140,2.0,0,3,9,2005,122022,52.9474,-114.472,2010,8400,1,63,971000,20,4390
4,1,9645,1.0,0,4,9,1963,122057,52.7759,-114.418,2690,10439,3,75,968000,62,2630
3,1,4800,1.0,0,4,7,1938,122047,52.8643,-114.472,2860,4800,1,60,960000,87,2460
5,3,4200,2.0,0,3,7,1919,122006,52.9054,-114.497,2150,4200,2,65,925000,106,2710
5,2,8093,2.0,0,3,9,2014,122020,52.8233,-114.25,3210,7062,3,61,890776,11,3170
4,2,15467,2.0,0,3,11,1994,122037,52.9428,-114.273,3670,16641,3,63,890000,31,3220
2,2,3600,1.0,0,3,8,1904,122003,52.8669,-114.555,1080,3600,2,50,885000,121,1313
5,2,9525,2.0,0,4,9,1968,122057,52.7933,-114.408,2740,9525,3,78,870000,57,2910
4,2,6298,2.0,0,3,9,2011,122019,52.8206,-114.252,3390,7111,1,70,859900,14,3390
3,2,33920,1.0,0,3,8,2004,122005,52.9334,-114.262,1970,60984,2,69,840000,21,3050
5,4,11307,2.0,0,3,10,1996,122012,52.7803,-114.271,3080,11307,3,73,839000,29,4280
4,2,50308,1.5,0,3,10,1993,122037,52.9718,-114.229,3420,37891,1,69,800000,32,2570
4,2,5647,2.0,0,3,8,2014,122005,52.9343,-114.304,2970,5450,2,59,778983,11,2490
4,2,24186,1.0,0,3,8,1984,122031,52.675,-114.537,2410,30617,2,56,775000,41,4220
3,2,7126,2.0,0,3,8,1965,122029,52.8576,-114.312,1810,7308,3,57,749000,60,3380
3,2,6000,1.0,0,5,7,1948,122006,52.9109,-114.495,1570,5000,3,54,735000,77,2350
3,2,9888,2.0,0,4,9,1989,122005,52.9012,-114.332,3060,7829,2,76,733000,36,2160
3,2,41022,2.0,0,3,11,1990,122035,52.5528,-114.27,2150,21429,3,68,725000,35,3410
5,2,5379,2.0,0,3,9,2005,122005,52.9382,-114.294,2980,6018,3,76,720000,20,2860
4,2,7830,1.0,0,5,7,1941,122022,52.9358,-114.468,2390,7830,1,53,699950,84,2070
4,2,8433,2.0,0,3,8,2014,122022,52.9514,-114.479,1890,7772,1,52,689950,11,2520
3,2,8316,1.0,0,5,7,1960,122049,52.8149,-114.359,1780,8400,1,79,680000,65,1820
4,2,9973,1.0,0,4,8,1965,122050,52.9433,-114.551,1830,7200,3,70,640000,60,2460
2,1,4520,1.0,0,5,7,1925,122009,52.8098,-114.594,1560,4520,3,65,639950,100,1780
3,2,3300,2.0,0,3,9,2014,122051,52.7873,-114.477,1660,4950,1,65,639000,11,2010
4,2,7845,1.0,0,4,7,1981,122012,52.7889,-114.272,1710,7627,3,55,620000,44,1530
4,2,5895,2.0,0,3,8,1999,122019,52.8366,-114.206,2820,6531,3,59,603000,26,2670
4,1,5562,1.0,0,5,8,1977,122010,52.9276,-114.359,2080,7700,2,68,600000,48,1810
3,1,1180,3.0,0,3,8,2014,122004,52.8936,-114.509,1720,1960,2,58,599000,11,1650
3,1,216493,1.0,0,3,8,1989,122041,52.8924,-114.141,2900,169884,1,55,585000,36,2220
2,1,19700,2.0,0,3,8,1983,122050,52.9881,-114.555,2360,9700,1,56,575000,42,2770
3,2,20189,2.0,0,3,10,1990,122046,52.677,-114.278,2920,20612,1,54,570000,35,3150
4,2,8767,2.0,0,3,8,1983,122005,52.9528,-114.293,1610,8062,1,64,543000,42,2060
3,1,10150,1.0,0,3,8,1976,122010,52.9263,-114.359,1930,8958,3,75,539900,49,1650
5,3,6604,2.0,0,3,9,2005,122034,52.778,-114.546,1650,6825,3,68,538900,20,3040
3,1,5100,1.0,0,3,7,1957,122016,52.7623,-114.573,1230,5100,1,59,535000,68,1660
3,2,7500,1.0,0,3,7,1979,122019,52.8488,-114.254,1560,7500,2,66,532500,46,2160
3,2,48993,2.0,0,3,9,2001,122039,52.4909,-114.46,2460,36256,3,74,515000,24,3430
3,2,5845,2.0,0,3,8,2005,122015,52.7121,-114.332,2810,5000,2,54,515000,20,2610
5,2,6983,2.0,0,3,10,2006,122023,52.5727,-114.359,3112,6920,2,75,511000,19,3361
6,2,7500,1.0,0,4,8,1976,122033,52.9399,-114.42,1880,7500,1,54,508000,49,2890
2,1,4284,1.0,0,3,7,1905,122028,52.8967,-114.523,2050,4284,2,54,495000,120,970
3,1,8625,2.0,0,4,7,1962,122010,52.8915,-114.369,2010,8901,3,80,476500,63,1060
3,2,3980,2.0,0,3,8,2000,122012,52.7617,-114.237,1670,2897,1,77,475200,25,1670
3,1,4054,1.5,0,4,7,1926,122006,52.9043,-114.491,1510,3889,2,51,475000,99,1550
3,2,5400,1.0,0,4,8,2001,122053,52.7531,-114.392,1745,5400,2,65,464000,24,2460
